booking_id,guest_name,email,listing_id,listing_city,checkin_date,checkout_date,nights,price_per_night,total_price,payment_status,review_score,is_cancelled
BKG-006568,john eaton,sharon37@jennings.com,1086,San Francisco,2024-02-10,2024-08-04,176,N/A,error,pending,-1,False
BKG-013346,Michael Bailey,troyanderson@murphy.com,1038,NYC,2025-02-17,2025-03-19,30,352.72,10581.6,,6,1
BKG-012746,,beth65@gmail.com,1015,San Fran,2024-04-27,2025-02-11,290,370.35,107401.5,,6,0
BKG-013276,derek bennett,tinafisher@gmail.com,1030,nyc,2023-09-04,2023-09-15,11,221.37,2435.07,N/A,,Yes
BKG-007995,ALEXANDRA MACIAS,aguirremike@hartman.net,1060,los angeles,2023-06-26,2025-02-20,605,488.89,295778.45,,,0
BKG-009142,Matthew Thomas,wsaunders@gmail.com,1011,los angeles,2024-11-16,2024-12-04,18,422.65,7607.7,PENDING,6,FALSE
BKG-003768,jennifer thompson,mcknightfernando@fisher.com,1053,new york,2023-07-07,2024-03-07,244,91.7,22374.8,N/A,6,TRUE
BKG-005077,KRISTEN MITCHELL,llee@gmail.com,1044,new york,2024-04-24,2025-04-10,351,359.89,126321.39,paid,6,Yes
BKG-004774,  Joe Wilson  ,sfletcher@johnson.com,1003,new york,24/09/2024,2024-12-17,84,346.36,29094.24,paid,,1
BKG-009599,ROBIN ROMERO,ernestwilliams@yahoo.com,1080,LA,2024-04-28,2024-07-12,75,218.58,16393.5,N/A,2,y
BKG-004631,  Matthew Davis  ,anahall@gmail.com,1000,LA,2024-10-26,2025-03-05,130,305.17,39672.1,Unpaid,N/A,TRUE
BKG-000240,kylie washington,williamsconnie@yahoo.com,1051,NYC,2023-05-04,2023-08-08,96,128.18,12305.28,Unpaid,,Yes
BKG-016053,,porterchelsea@welch.net,1079,los angeles,2023-11-09,2024-05-10,183,366.33,67038.39,,N/A,True
BKG-015424,  Jennifer Norman  ,probinson@yahoo.com,1039,LA,2025-03-29,2025-04-27,29,293.24,8503.960000000001,PENDING,6,True
BKG-013142,Heather Rose,michaelarnold@gmail.com,1002,los angeles,2024-08-02,2024-08-02,0,373.62,0.0,N/A,,y
BKG-016903,brooke garcia,riverakristin@brown.net,1100,LA,17/04/2025,2025-05-01,14,387.82,5429.48,Unpaid,,Yes
BKG-011461,,carterraymond@gmail.com,1053,NYC,2024-07-19,2024-08-25,37,494.4,18292.8,,6,TRUE
BKG-007465,mark steele,natalie33@hotmail.com,1018,new york,17/09/2023,2025-04-30,591,477.17,282007.47000000003,N/A,,No
BKG-001867,keith holder,joeshields@parker.biz,1097,San Francisco,2025-03-04,2025-05-14,71,350.67,24897.57,pending,N/A,Yes
BKG-016900,  Debra Adams  ,klinesarah@hotmail.com,1084,Los Angeles,2023-07-04,2024-11-16,501,101.02,50611.02,,2,False
BKG-002521,,allisoneric@le.com,1082,LA,2024-07-03,2024-12-24,174,262.92,45748.08,,5,TRUE
BKG-001820,HANNAH HUNT,lopezdavid@gmail.com,1017,San Fran,2024-01-17,2024-08-09,205,358.05,73400.25,,-1,0
BKG-002410,REGINA JOHNSON,,1015,NYC,2024-08-28,2024-10-18,51,450.51,22976.01,paid,N/A,1
BKG-008243,Jose Willis,murraysydney@cook.com,1002,NYC,2023-10-28,2024-09-21,329,130.75,43016.75,PENDING,6,n
BKG-006637,COURTNEY WATTS,jared65@yahoo.com,1100,San Francisco,2023-05-21,2025-01-24,614,332.39,204087.46,N/A,-1,TRUE
BKG-004565,Stephanie Pitts,meganmalone@yahoo.com,1098,LA,2024-08-04,2025-04-17,256,271.81,69583.36,pending,N/A,False
BKG-014917,Harry Hanson,christinawilliams@gmail.com,1033,los angeles,2024-02-22,2025-05-21,454,203.84,92543.36,Unpaid,4,TRUE
BKG-013929,  Annette Silva  ,jonesgarrett@ward.net,1049,new york,2024-10-04,2025-02-16,135,292.01,39421.35,Paid,,TRUE
BKG-019998,  Timothy Smith  ,vbrown@hotmail.com,1053,New York,2023-12-08,2023-12-14,6,474.04,2844.2400000000002,N/A,,Yes
BKG-006391,,cristiangonzalez@yahoo.com,1009,nyc,2025-03-13,2025-05-16,64,97.07,6212.48,Paid,1,TRUE
BKG-002118,,kimberlybell@torres-foster.com,1016,los angeles,2024-03-24,2024-11-17,seven,269.28,error,,,FALSE
BKG-010050,  David Jones  ,georgejessica@nguyen.com,1056,new york,2023-05-19,2024-03-16,302,429.21,129621.42,Unpaid,6,1
BKG-003779,Charles Ellis,john94@hotmail.com,1085,San Francisco,2024-03-08,11-25-2024,262,350.43,91812.66,N/A,2,0
BKG-005963,JOHN MCCULLOUGH,allenryan@hotmail.com,1056,nyc,2024-09-02,2025-02-20,171,465.52,79603.92,N/A,6,0
BKG-004961,,tara14@gmail.com,1057,nyc,2023-07-22,2024-11-21,488,322.75,157502.0,PENDING,N/A,1
BKG-002809,Stephanie Garrett,steven71@mills.com,1052,San Francisco,2024-04-26,2025-03-18,326,153.42,50014.92,pending,-1,No
BKG-000498,,wrobbins@gmail.com,1021,LA,2024-07-17,2024-07-20,3,300.05,900.1500000000001,N/A,4,FALSE
BKG-011445,  Donna Smith  ,,1003,NYC,2023-08-05,2024-05-03,272,253.88,69055.36,Paid,,1
BKG-000918,nicholas suarez,yharris@gmail.com,1089,nyc,2024-01-17,2024-08-27,223,462.87,103220.01,N/A,-1,0
BKG-013390,Christopher Hernandez,johncraig@acevedo-wright.com,1048,New York,2024-10-07,2024-12-07,61,393.34,23993.739999999998,pending,,Yes
BKG-013264,,andrew61@hotmail.com,1049,LA,13/06/2023,2024-05-28,350,345.25,120837.5,paid,6,True
BKG-004284,,melissa17@roberts-schmidt.biz,1037,new york,2023-12-27,2024-04-26,121,190.74,23079.54,Unpaid,6,True
BKG-000228,Megan Edwards,daryl52@price.biz,1040,Los Angeles,2023-09-13,2024-09-25,378,218.96,82766.88,paid,N/A,n
BKG-019567,DAVID YU,fgonzalez@gmail.com,1057,San Francisco,2024-01-11,2024-03-02,51,333.12,16989.12,PENDING,,y
BKG-002741,jacqueline phillips,,1029,San Francisco,2023-08-05,2024-08-06,367,free,error,N/A,6,False
BKG-013329,,ohernandez@gmail.com,1065,los angeles,2024-03-11,2024-03-27,16,117.32,1877.12,,-1,FALSE
BKG-011703,  Kristi Frazier  ,michaeltodd@hotmail.com,1030,Los Angeles,2025-02-24,2025-04-30,65,463.91,30154.15,paid,-1,n
BKG-014348,,taylor27@yahoo.com,1092,San Francisco,2024-01-19,2024-03-04,45,341.91,15385.95,PENDING,6,1
BKG-009271,Tyler Allen,michaelgreen@weaver.org,1061,Los Angeles,2023-07-01,2024-10-11,468,257.04,120294.72000000002,pending,6,TRUE
BKG-017572,Erin Garcia,barneseric@gmail.com,1044,San Francisco,2025-04-20,2025-04-29,9,204.74,1842.66,paid,N/A,No
BKG-011113,,garciascott@bowman.info,1021,NYC,2024-04-06,2024-12-13,251,392.37,98484.87,,2,FALSE
BKG-006001,ANGELA ENGLISH,brianjennings@peterson.info,1090,New York,2024-08-06,2024-12-23,139,228.42,31750.379999999997,N/A,6,FALSE
BKG-004897,shelby cohen,morrisronald@chandler.com,1093,nyc,2024-05-21,2024-07-28,68,316.99,21555.32,,5,TRUE
BKG-005583,ERIN COOK,moodystacey@hotmail.com,1011,New York,2025-01-08,2025-05-19,131,484.73,63499.630000000005,N/A,,y
BKG-007867,  Charles Blackwell  ,ccarpenter@gmail.com,1040,NYC,2023-12-27,2024-09-19,267,150.17,40095.39,Unpaid,6,TRUE
BKG-001128,,fernandomorris@castillo.org,1055,SF,2024-03-02,2025-02-16,351,393.37,138072.87,Unpaid,,y
BKG-017746,Nicole Nixon,jessica95@gmail.com,1053,SF,2024-05-26,2024-07-21,56,174.36,9764.16,Paid,-1,False
BKG-010400,david ruiz,,1023,new york,2024-12-15,2025-05-11,147,122.82,18054.539999999997,N/A,6,Yes
BKG-001567,Heidi Goodwin,johnsonshirley@yahoo.com,1089,SF,2023-12-15,2025-05-05,507,447.92,227095.44,Unpaid,N/A,n
BKG-010298,shane hernandez,danieljones@goodman.com,1076,los angeles,29/12/2023,2025-03-31,458,111.28,50966.24,pending,,FALSE
BKG-001706,SAMANTHA THOMAS,taylordanny@hotmail.com,1048,New York,2025-02-20,2025-04-05,44,51.83,2280.52,paid,6,False
BKG-003153,rose ball,ecallahan@yahoo.com,1058,nyc,2023-05-28,2024-08-06,436,50.48,22009.28,paid,6,1
BKG-010364,Jordan Myers,jamesfaulkner@yahoo.com,1064,LA,2024-11-03,2024-12-09,-1,157.05,-157.05,paid,-1,Yes
BKG-011523,donald mann,vanderson@gmail.com,1000,New York,2024-04-08,2024-10-25,200,226.61,45322.0,pending,6,1
BKG-007299,Dr. Jaime Foster,virginia09@hotmail.com,1017,San Fran,2023-05-25,05-14-2024,355,158.03,56100.65,PENDING,-1,y
BKG-018853,  Rebecca Horn  ,robertclark@hoover-young.com,1086,New York,2024-10-24,2024-10-27,3,215.97,647.91,N/A,1,n
BKG-006240,george barker,johnsondan@hotmail.com,1074,SF,2023-05-09,2024-03-21,317,87.61,27772.37,Paid,N/A,Yes
BKG-009824,JEANNE KOCH MD,lopezkari@todd.com,1056,NYC,14/08/2024,2025-04-17,246,378.64,93145.44,,N/A,True
BKG-002925,  David George MD  ,gravestammy@gmail.com,1011,nyc,2024-05-12,2024-10-18,159,372.12,59167.08,N/A,N/A,n
BKG-010490,marcus edwards,laurakeith@gmail.com,1054,LA,2023-07-01,2024-05-12,316,417.61,131964.76,paid,-1,0
BKG-017819,Kaitlyn Myers,wigginschristina@hall.com,1100,NYC,2023-12-05,02-23-2024,80,234.28,18742.4,Unpaid,1,FALSE
BKG-012444,Chris Kelly,crystal62@yahoo.com,1020,New York,2024-10-03,2025-05-10,219,408.89,89546.91,Unpaid,5,n
BKG-002721,charles ford,bowenedward@hotmail.com,1042,San Francisco,2025-03-30,2025-05-15,46,271.63,12494.98,Paid,N/A,True
BKG-007509,  Joseph Jacobs  ,annewilliams@yahoo.com,1025,New York,2025-03-05,2025-04-23,seven,396.24,error,PENDING,N/A,y
BKG-019270,  David Osborne  ,cooperalexa@hotmail.com,1011,New York,2024-12-03,01-20-2025,48,340.34,16336.32,N/A,2,y
BKG-017472,  Amy Bullock  ,jasonwilson@hotmail.com,1015,New York,2024-04-13,2025-02-13,306,333.65,102096.9,paid,-1,False
BKG-019394,ALICIA BUTLER,elizabeth87@gmail.com,1097,LA,2023-07-09,2024-10-11,460,420.62,193485.2,pending,6,False
BKG-013799,EDWIN CLEMENTS,brandon10@gmail.com,1060,los angeles,2024-12-07,2025-04-08,122,325.88,39757.36,paid,6,1
BKG-015154,jeffrey chan,kellyross@smith-rios.org,1031,Los Angeles,2025-03-26,2025-04-07,12,445.61,5347.32,,1,Yes
BKG-018231,  Billy Watson  ,acostakerri@coleman-thornton.info,1058,LA,2024-11-03,2025-03-02,119,299.85,35682.15,paid,6,False
BKG-014783,  Mr. Richard Reed  ,rodriguezmegan@campbell.com,1006,Los Angeles,2025-02-13,2025-03-19,34,265.09,9013.06,N/A,N/A,1
BKG-016344,,marshalldouglas@hotmail.com,1016,Los Angeles,2023-10-15,2023-11-28,44,493.93,21732.920000000002,Unpaid,N/A,Yes
BKG-010832,,juliesmith@gmail.com,1032,new york,2023-05-21,2023-09-14,,430.75,error,pending,,0
BKG-015749,John Thompson,vhuber@hernandez.com,1058,NYC,2024-04-30,2025-01-17,262,374.95,98236.9,N/A,-1,TRUE
BKG-009053,  Yesenia Dominguez  ,william96@durham-guerrero.info,1018,NYC,2023-09-20,2025-04-29,587,409.68,240482.16,Unpaid,N/A,Yes
BKG-001505,Chad Cooper,jamesdean@hotmail.com,1075,LA,2023-10-05,2023-11-02,28,213.03,5964.84,,-1,False
BKG-006054,sarah walker,echristensen@yahoo.com,1006,San Fran,2023-07-01,2023-11-10,132,170.12,22455.84,N/A,N/A,No
BKG-004225,Maria Conner,jordanelizabeth@hotmail.com,1042,LA,2025-03-20,2025-04-05,16,464.01,7424.16,PENDING,3,0
BKG-008112,michael berry,ramirezelizabeth@hotmail.com,1079,Los Angeles,2024-12-03,2025-02-25,84,111.99,9407.16,pending,N/A,y
BKG-000910,cynthia woods,marc73@gmail.com,1052,New York,2023-11-12,2024-06-29,230,418.27,96202.09999999999,Unpaid,6,Yes
BKG-006768,jonathan munoz,glenn18@hotmail.com,1020,los angeles,2024-03-18,2025-03-15,362,323.98,117280.76000000001,Unpaid,1,y
BKG-003199,MEGAN CONTRERAS,carriemorse@yahoo.com,1077,New York,2024-06-13,09-03-2024,82,172.13,14114.66,pending,-1,Yes
BKG-006449,  Fred Andrews  ,karias@bell.info,1100,NYC,2025-01-17,2025-03-18,60,479.91,28794.600000000002,Paid,6,TRUE
BKG-007951,CHRISTIAN TORRES,mercerjessica@clayton.com,1000,NYC,2023-09-12,2025-04-17,583,260.01,151585.83,PENDING,N/A,y
BKG-014626,Mr. Michael Brown,melissa00@gmail.com,1064,Los Angeles,2023-07-06,2024-07-14,374,99.72,37295.28,PENDING,N/A,0
BKG-015804,,wdavidson@chapman.com,1015,New York,2025-03-24,2025-05-04,41,79.44,3257.04,Unpaid,6,FALSE
BKG-004435,MELISSA BLACK,barrlauren@oliver.net,1033,NYC,2023-10-21,2024-05-29,221,169.5,37459.5,pending,N/A,True
BKG-011357,jeffrey hernandez,martinezkevin@patterson.info,1068,San Francisco,2024-03-31,2024-10-31,214,261.6,55982.4,pending,-1,n
BKG-017098,Jay Marks,matthewfitzgerald@edwards-carroll.org,1046,new york,2024-04-13,2025-01-22,284,200.9,57055.6,Paid,,Yes
BKG-013668,Maureen Dickson,matthew92@hotmail.com,1076,new york,2024-09-05,10-13-2024,38,284.21,10799.98,Unpaid,,n
BKG-014645,,smithmichael@yahoo.com,1094,LA,2024-09-13,05-10-2025,239,92.22,22040.579999999998,Paid,1,y
BKG-015706,Joyce Smith,ohill@mills.org,1085,New York,2024-07-04,2025-01-10,190,144.04,27367.6,N/A,,FALSE
BKG-003775,  Taylor Wright  ,wellsapril@dickerson-anderson.info,1067,LA,2024-11-06,2025-03-01,115,419.71,48266.649999999994,,,1
BKG-016374,Gina Barnes,rbeard@reyes.info,1059,los angeles,2024-08-31,2024-09-13,13,318.92,4145.96,Unpaid,-1,n
BKG-005596,TAMMIE JOHNSON,,1019,NYC,2025-01-29,2025-02-11,13,346.45,4503.849999999999,N/A,1,No
BKG-001538,STEVEN VAZQUEZ,jennifer51@carpenter-trevino.biz,1030,NYC,2023-09-10,2024-04-24,227,92.87,21081.49,Paid,N/A,False
BKG-009297,gerald lucero,wberry@carroll.info,1045,Los Angeles,2024-03-31,2024-07-12,103,236.98,24408.94,,,No
BKG-018333,ADAM WILLIAMSON,justinhahn@gmail.com,1035,new york,2025-03-23,2025-04-16,24,150.44,3610.56,N/A,6,True
BKG-004174,,jennifer92@gmail.com,1059,San Francisco,2024-10-22,2025-05-15,205,95.22,19520.1,PENDING,-1,Yes
BKG-017750,CAROL CASTILLO,ianmaxwell@hamilton.org,1033,NYC,2023-06-20,2024-08-13,420,428.15,179823.0,pending,,Yes
BKG-008737,JULIA BRUCE,reedjennifer@olson-fry.com,1068,LA,2023-10-23,2024-07-26,277,281.43,77956.11,N/A,N/A,y
BKG-009216,GARRETT ROWLAND,bryanmadeline@gmail.com,1076,LA,2023-08-06,2024-09-24,415,281.02,116623.29999999999,N/A,,True
BKG-019742,jonathan lee,herreramitchell@williams-carroll.info,1049,los angeles,2024-06-18,2024-11-06,141,104.23,14696.43,,6,0
BKG-015581,AMANDA BROWN,snavarro@decker.org,1005,San Fran,2023-10-29,2024-10-15,352,233.21,82089.92,Unpaid,5,False
BKG-010143,Ashley Brown,aaronwilson@watson.com,1088,New York,2023-11-03,2024-04-14,163,245.04,39941.52,PENDING,3,Yes
BKG-010327,NATALIE ALLEN,briannaellis@yahoo.com,1040,los angeles,2025-01-04,2025-04-23,109,,error,Unpaid,6,No
BKG-008543,Brittany Greene,hcruz@gmail.com,1067,San Fran,2024-08-14,2025-01-16,155,102.46,15881.3,paid,-1,Yes
BKG-000983,  Vanessa Hall  ,,1097,Los Angeles,2024-01-28,03-29-2024,61,297.51,18148.11,paid,,FALSE
BKG-008033,Carl Houston,carlathomas@yahoo.com,1100,nyc,2023-11-08,2025-05-07,546,479.51,261812.46,paid,N/A,FALSE
BKG-005480,  Barbara Mays  ,adamrussell@joyce.com,1001,los angeles,2024-04-04,2025-05-21,412,328.74,135440.88,,-1,1
BKG-014894,Monica Ward,frank08@owens.info,1057,SF,2024-05-09,2024-10-17,161,56.2,9048.2,pending,3,True
BKG-010486,  Eric Stanley  ,jonathancoffey@taylor-padilla.org,1035,nyc,2023-07-07,2025-05-09,672,246.58,165701.76,,N/A,True
BKG-004657,LISA GILBERT,michael89@gmail.com,1011,los angeles,2023-08-20,2024-04-29,253,302.3,76481.90000000001,Unpaid,-1,False
BKG-006414,  David Gonzales  ,qproctor@hotmail.com,1076,nyc,2024-06-20,2024-07-24,34,222.87,7577.58,pending,,n
BKG-015386,,diazseth@davis-james.com,1091,Los Angeles,2023-05-12,2024-05-12,366,456.52,167086.32,Unpaid,N/A,0
BKG-003150,  Adriana Higgins  ,robert71@yahoo.com,1068,los angeles,2025-01-25,2025-03-17,51,495.38,25264.38,,-1,1
BKG-017471,David Jones,whitney60@davenport-daniel.com,1038,los angeles,2023-11-12,2024-09-25,318,359.4,114289.2,Paid,-1,No
BKG-015861,  Brett Mcdonald  ,maldonadorick@evans.info,1048,SF,2023-11-25,03-29-2024,125,283.71,35463.75,,,No
BKG-009265,Sherri Daniels,gonzalesjason@watkins.org,1059,Los Angeles,2024-11-20,2024-12-04,14,151.44,2120.16,paid,6,True
BKG-005969,CURTIS MORRIS,adamsjeffrey@yang.com,1066,San Francisco,2023-11-23,2024-06-17,207,117.51,24324.57,paid,3,y
BKG-014998,,dparsons@hotmail.com,1017,San Fran,2024-05-06,2024-05-20,14,428.96,6005.44,Unpaid,6,No
BKG-011891,  Cameron Buckley  ,bryantrachel@yahoo.com,1071,LA,2024-03-22,06-28-2024,98,402.26,39421.479999999996,Paid,N/A,FALSE
BKG-015454,JIMMY REYES,hrogers@hotmail.com,1069,SF,2024-08-12,2024-10-02,51,449.42,22920.420000000002,pending,1,Yes
BKG-011988,amber mclean,rebecca50@gmail.com,1082,NYC,2023-09-18,2024-03-01,165,N/A,error,N/A,N/A,y
BKG-001391,john massey,hollydavis@weber.biz,1041,NYC,2024-11-01,2024-12-02,31,,error,paid,6,n
BKG-017728,Michelle Bailey,torresmichael@gmail.com,1002,SF,24/09/2023,2024-07-19,299,163.91,49009.09,Unpaid,-1,Yes
BKG-007437,jeffrey chang,frenchalice@yahoo.com,1097,new york,2025-02-04,2025-03-29,53,498.31,26410.43,paid,-1,FALSE
BKG-017328,  Jeffrey Stanley  ,dcruz@allen.com,1068,SF,2024-10-19,2024-12-30,,234.77,error,paid,6,0
BKG-008802,  Alexis Nichols  ,jparks@tate.com,1055,San Francisco,2025-04-02,2025-04-16,14,434.61,6084.54,Paid,N/A,1
BKG-018802,,ayersrichard@adams.com,1019,Los Angeles,23/02/2024,2025-03-20,391,271.36,106101.76000000001,,1,Yes
BKG-000371,,briana18@yahoo.com,1099,SF,2024-02-08,2024-07-30,173,236.1,40845.299999999996,Unpaid,-1,FALSE
BKG-006146,  Jonathan Smith  ,schwartzkristin@yahoo.com,1084,San Francisco,2024-01-26,2024-05-01,96,420.39,40357.44,paid,-1,Yes
BKG-019891,  Sarah Thomas  ,millerchristopher@gmail.com,1073,New York,2024-11-20,2024-12-18,28,240.92,6745.759999999999,pending,6,False
BKG-009775,,bpalmer@tapia.biz,1021,new york,2025-01-22,2025-02-08,-1,413.93,-413.93,Unpaid,,0
BKG-019648,,gross@hamilton.com,1060,Los Angeles,2025-02-23,2025-05-13,79,252.52,19949.08,,2,y
BKG-002212,RUBEN CHAMBERS MD,qmadden@hotmail.com,1041,los angeles,2024-03-29,2025-04-30,397,93.14,36976.58,paid,,No
BKG-005603,PEDRO ELLIOTT,amanda10@hotmail.com,1078,NYC,2025-04-14,2025-05-07,23,65.1,1497.3,,-1,FALSE
BKG-008881,Aaron Mendez,emily04@fletcher-cummings.com,1085,Los Angeles,2023-06-30,2024-04-04,279,75.51,21067.29,,6,True
BKG-005417,,phillipstroy@yahoo.com,1071,nyc,2023-10-26,2024-07-27,275,63.92,17578.0,PENDING,,y
BKG-004938,,masseyjames@yahoo.com,1025,San Francisco,2023-07-07,2023-12-01,147,117.93,17335.710000000003,paid,,True
BKG-013434,terry carlson,dwilson@mason-barber.com,1025,nyc,2024-03-31,2025-01-20,295,90.81,26788.95,Paid,N/A,FALSE
BKG-003158,Robert Taylor,charris@gmail.com,1064,San Francisco,2023-08-26,2025-05-08,621,464.51,288460.71,paid,-1,0
BKG-009158,  Amy Munoz  ,,1072,NYC,2023-07-21,2024-09-24,431,303.76,130920.56,N/A,3,0
BKG-000463,LYDIA WILLIAMS,tsanders@yahoo.com,1048,los angeles,2024-04-14,2024-08-21,129,493.08,63607.32,Paid,,False
BKG-000615,JEFFREY STEWART,hillchristopher@yahoo.com,1098,SF,2024-04-21,2025-03-07,320,384.34,122988.79999999999,N/A,6,FALSE
BKG-006380,bryan ford,butlerbrian@gmail.com,1007,new york,2024-04-19,2024-05-27,38,444.1,16875.8,N/A,5,No
BKG-011298,JON WEISS,bryceharris@galvan.com,1031,Los Angeles,2024-01-27,2025-02-02,372,74.07,27554.039999999997,paid,6,True
BKG-012995,RICHARD BATES,jasminsawyer@hotmail.com,1077,LA,2024-05-21,2024-11-28,191,151.43,28923.13,pending,-1,False
BKG-008181,tiffany smith,joanne10@yahoo.com,1055,new york,2024-01-30,2025-04-26,452,145.32,65684.64,pending,6,FALSE
BKG-013511,  John Kelley  ,catherinefoster@medina.com,1019,Los Angeles,2024-02-12,2025-02-18,372,419.3,155979.6,Paid,,Yes
BKG-016574,,awong@hotmail.com,1000,San Fran,2025-01-17,2025-04-20,93,,error,pending,6,No
BKG-002716,SCOTT BECKER,donald28@fernandez.com,1066,New York,2025-01-28,2025-03-21,52,150.61,7831.720000000001,PENDING,-1,True
BKG-017669,BRITTANY SAUNDERS,katherine50@hotmail.com,1069,los angeles,2025-02-23,2025-03-06,11,275.15,3026.6499999999996,N/A,1,0
BKG-018010,BRIANNA RODRIGUEZ,lauralong@brooks.com,1013,SF,2024-04-12,2024-12-29,261,185.1,48311.1,PENDING,,No
BKG-014838,KEVIN MORGAN,scott11@hotmail.com,1084,new york,2023-04-30,2023-08-21,113,473.41,53495.33,,6,1
BKG-010003,Michael Clark,jennifer94@gmail.com,1083,New York,2023-10-10,01-24-2024,106,94.76,10044.560000000001,N/A,6,TRUE
BKG-013639,ashley fox,donald35@lin.com,1031,Los Angeles,2024-07-14,2024-10-01,79,224.68,17749.72,pending,6,FALSE
BKG-017299,jane clements,kellicastro@smith-martin.com,1020,NYC,2024-06-14,2025-03-13,272,263.51,71674.72,N/A,6,n
BKG-007389,tina lee md,ptaylor@harding.com,1019,nyc,2023-08-07,2024-10-11,431,478.9,206405.9,Paid,6,TRUE
BKG-014356,Adam Clark,nrandall@villanueva.com,1014,LA,2025-03-03,03-03-2025,0,309.32,0.0,pending,N/A,1
BKG-007769,,natasha97@hotmail.com,1026,new york,2024-07-16,2024-12-06,143,219.63,31407.09,N/A,6,n
BKG-006221,MELISSA FOX,,1085,new york,2024-03-23,2024-04-15,23,53.38,1227.74,Paid,6,y
BKG-016703,  Bruce Shaw  ,nunezanna@mcdaniel.com,1096,SF,2024-03-13,2024-05-31,79,286.41,22626.390000000003,Unpaid,2,False
BKG-014729,Elijah Morales,fernandezmark@avery-davis.net,1083,Los Angeles,2025-04-07,2025-05-21,44,368.54,16215.76,Paid,-1,Yes
BKG-007037,peter valenzuela,amandahansen@gmail.com,1042,los angeles,2023-08-09,2024-09-13,401,162.73,65254.729999999996,Unpaid,6,False
BKG-015474,Brittany Davis,robinsonlindsey@hotmail.com,1074,SF,2024-05-29,2024-05-29,0,457.01,0.0,N/A,6,TRUE
BKG-011646,deborah moore,christopherhall@hotmail.com,1022,new york,2023-10-30,2024-03-26,148,356.52,52764.96,paid,-1,y
BKG-015897,  Patricia Rosales  ,alvarezjoshua@salazar-sanchez.com,1023,NYC,2024-07-01,2024-12-19,171,165.4,28283.4,paid,N/A,TRUE
BKG-010570,  Tiffany Gutierrez  ,qjordan@haynes.biz,1082,nyc,2024-12-08,2025-05-17,160,427.79,68446.40000000001,Paid,6,y
BKG-015511,  Christopher Lucas  ,barbaraswanson@yahoo.com,1064,NYC,2024-04-12,2025-01-06,269,259.25,69738.25,Paid,2,1
BKG-016718,AARON SALAZAR,hcole@gmail.com,1077,new york,2024-07-07,2025-05-01,298,360.32,107375.36,Unpaid,-1,True
BKG-006358,Ariana Stone,plloyd@yahoo.com,1083,nyc,2025-03-29,2025-05-05,,369.96,error,N/A,,True
BKG-006691,Alicia Hebert,radams@hotmail.com,1064,San Francisco,2024-02-15,2024-04-12,57,438.45,24991.649999999998,,,0
BKG-019322,  Richard Wood  ,dguerra@gmail.com,1055,nyc,2023-09-24,2025-05-09,593,371.83,220495.19,N/A,N/A,n
BKG-015881,kathryn owens,thomasshea@porter-rose.com,1056,LA,2023-12-13,03-28-2025,471,394.7,185903.69999999998,PENDING,6,0
BKG-001030,,oosborn@henry-wells.net,1048,New York,2025-01-08,2025-01-28,20,90.26,1805.2,Unpaid,N/A,1
BKG-009164,JOSHUA HERRERA,laurafry@richards.org,1065,San Francisco,2025-02-14,2025-04-22,67,120.4,8066.8,N/A,6,y
BKG-009488,JASON GARCIA,aduffy@villarreal-davidson.com,1000,SF,2025-01-22,2025-02-14,seven,162.59,error,Paid,1,n
BKG-001577,brittney tanner,victoria57@warner.info,1084,NYC,2024-10-01,2024-11-23,53,free,error,Unpaid,6,0
BKG-015859,,sean33@gmail.com,1053,New York,2023-06-14,2024-08-02,415,380.0,157700.0,,1,TRUE
BKG-009947,  Joshua Hopkins  ,ijones@moore.com,1092,Los Angeles,2024-12-01,2025-05-08,158,117.51,18566.58,pending,,TRUE
BKG-003793,Lisa Newton,moorefrank@garcia.com,1096,new york,04/07/2023,2024-11-27,512,358.14,183367.68,Unpaid,-1,1
BKG-019918,Julie Fuentes,ohopkins@weaver-mayo.com,1085,San Francisco,2025-04-11,2025-05-06,25,494.78,12369.5,paid,-1,1
BKG-002917,DEBORAH LUCERO,preese@gmail.com,1026,San Fran,2025-02-10,2025-03-08,26,498.86,12970.36,paid,N/A,True
BKG-005586,Robert Castillo,tracyfarley@reyes-mcdonald.net,1004,Los Angeles,2025-03-01,2025-03-06,5,221.02,1105.1000000000001,N/A,5,FALSE
BKG-014605,  Donald Bryant  ,stevenfinley@yahoo.com,1073,San Francisco,2023-05-16,2025-04-17,702,251.69,176686.38,PENDING,,0
BKG-006326,,dianedavis@williamson-harrison.com,1039,los angeles,2024-07-09,2025-02-13,219,54.24,11878.560000000001,PENDING,,TRUE
BKG-018868,Kenneth Jackson,jonespeggy@yahoo.com,1005,NYC,2024-08-03,2025-05-20,290,138.7,40223.0,Paid,6,Yes
BKG-001515,  Richard Dean  ,xlawrence@yahoo.com,1016,San Fran,2024-02-04,2024-09-12,221,128.95,28497.949999999997,PENDING,1,No
BKG-002371,,laurie14@richard.com,1074,LA,2025-02-19,2025-04-26,66,262.89,17350.739999999998,PENDING,N/A,FALSE
BKG-003432,,alexandervictoria@wade-holden.com,1034,New York,2024-01-29,2024-05-29,121,220.39,26667.19,pending,6,n
BKG-004239,  Brett Smith  ,zolsen@alexander-johnson.com,1021,San Francisco,2023-08-20,2023-10-15,seven,218.52,error,paid,-1,0
BKG-001390,  Cameron Odonnell  ,,1088,NYC,2025-01-24,2025-02-27,34,138.52,4709.68,pending,-1,True
